code,img_file,img_d,img_c,img_manufacturer,imprint1,imprint2,color,shape,score,logo,Remarks,Check code,,,,
BUDE25,BUDE25_20200215_OUT2.jpg,15/02/2020,Packaging,AstraZeneca,,,,,,,,BUDESONIDE 160MCG + FORMOTEROL 4.5MCG INHALER 120DOSE(S),,,,
BUDE25,BUDE25_20200215_OUT3.jpg,15/02/2020,Packaging,AstraZeneca,,,,,,,,BUDESONIDE 160MCG + FORMOTEROL 4.5MCG INHALER 120DOSE(S),,,,
BUNG03,BUNG03_20200317_OUT1.jpg,17/03/2020,Packaging,上海賽倫生物技術股份有限公司,,,,,,,,BUNGARUS MULTICINCTUS ANTIVENIN INJECTION 10000U,,,,
BUNG03,BUNG03_20200317_OUT2.jpg,17/03/2020,Packaging,上海賽倫生物技術股份有限公司,,,,,,,,BUNGARUS MULTICINCTUS ANTIVENIN INJECTION 10000U,,,,
BUNG03,BUNG03_20200317_OUT3.jpg,17/03/2020,Packaging & Content,上海賽倫生物技術股份有限公司,,,,,,,,BUNGARUS MULTICINCTUS ANTIVENIN INJECTION 10000U,,,,
CAFE01,CAFE01_20200213_INN1.jpg,13/02/2020,Loose pill,Amdipharm Ltd.,X L,[NOIMPRINT],Beige,Round,S1,,,CAFERGOT (OR EQUIV) TABLET,,,,
CAFE01,CAFE01_20200213_OUT1.jpg,13/02/2020,Packaging,Amdipharm Ltd.,,,,,,,,CAFERGOT (OR EQUIV) TABLET,,,,
CALA01,CALA01_20200215_OUT1.jpg,15/02/2020,Packaging,? (Prepack),,,,,,,,CALAMINE CREAM,,,,
CALC04,CALC04_20200213_INN1.jpg,13/02/2020,Loose pill,Teva,0.5,[NOIMPRINT],Green,Oblong,,,,CALCITRIOL CAPSULE 0.5MCG,,,,
CALC04,CALC04_20200213_OUT1.jpg,13/02/2020,Packaging,Teva,,,,,,,,CALCITRIOL CAPSULE 0.5MCG,,,,
CALC30,CALC30_20200211_INN1.jpg,11/02/2020,Loose pill,Pfizer,Caltrate,600,White,Oblong,S2,,,CALCIUM CARBONATE TABLET 1500MG,,,,
CALC30,CALC30_20200211_OUT1.jpg,11/02/2020,Packaging,Pfizer,,,,,,,,CALCIUM CARBONATE TABLET 1500MG,,,,
CALC70,CALC70_20200213_INN1.jpg,13/02/2020,Loose pill,Takeda,[NOIMPRINT],[NOIMPRINT],White,Round,,,,CALCIUM (CARBONATE) + VITAMIN D CHEW TAB 1000MG CA + 800 IU,,,,
CALC70,CALC70_20200213_OUT1.jpg,13/02/2020,Packaging,Takeda,,,,,,,,CALCIUM (CARBONATE) + VITAMIN D CHEW TAB 1000MG CA + 800 IU,,,,
CAPT01,CAPT01_20200213_INN1.jpg,13/02/2020,Loose pill,APT Pharma,CP,[NOIMPRINT],White,Round,S2,,,CAPTOPRIL TABLET 25MG,,,,
CAPT01,CAPT01_20200213_OUT1.jpg,13/02/2020,Packaging,APT Pharma,,,,,,,,CAPTOPRIL TABLET 25MG,,,,
CARB02,CARB02_20200213_INN1.jpg,13/02/2020,Loose pill,Novartis,G K,CG,White,Round,S1,,,CARBAMAZEPINE TABLET 200MG,,,,
CARB02,CARB02_20200213_OUT1.jpg,13/02/2020,Packaging,Novartis,,,,,,,,CARBAMAZEPINE TABLET 200MG,,,,
CARB08,CARB08_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],Green,Round,,,,CARBIMAZOLE TABLET 5MG,,,,
CARB08,CARB08_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,CARBIMAZOLE TABLET 5MG,,,,
CEFE04,CEFE04_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Bristol-Myers Squibb,,,,,,,,CEFEPIME (HCL) INJECTION 1G,,,,
CEFE04,CEFE04_20200218_OUT2.jpg,18/02/2020,Packaging,Bristol-Myers Squibb,,,,,,,,CEFEPIME (HCL) INJECTION 1G,,,,
CEFO04,CEFO04_20200218_OUT1.jpg,18/02/2020,Content,Sinopharm ,,,,,,,,CEFOTAXIME (SODIUM) INJECTION 1G,,,,
CEFO04,CEFO04_20200218_OUT2.jpg,18/02/2020,Packaging,Sinopharm ,,,,,,,,CEFOTAXIME (SODIUM) INJECTION 1G,,,,
CEFT02,CEFT02_20200218_OUT1.jpg,18/02/2020,Content,Sinopharm ,,,,,,,,CEFTAZIDIME INJECTION 1G,,,,
CEFT02,CEFT02_20200218_OUT2.jpg,18/02/2020,Packaging,Sinopharm ,,,,,,,,CEFTAZIDIME INJECTION 1G,,,,
CEFT14,CEFT14_20200218_OUT1.jpg,18/02/2020,Content,Sinopharm ,,,,,,,,CEFTRIAXONE DISODIUM INJECTION 1G,,,,
CEFT14,CEFT14_20200218_OUT2.jpg,18/02/2020,Packaging,Sinopharm ,,,,,,,,CEFTRIAXONE DISODIUM INJECTION 1G,,,,
CEFU02,CEFU02_20200218_OUT1.jpg,18/02/2020,Content,"Shenzhen Lijian Pharmaceutical Co., Ltd",,,,,,,,CEFUROXIME (SODIUM) INJECTION 750MG,,,,
CEFU02,CEFU02_20200218_OUT2.jpg,18/02/2020,Packaging,"Shenzhen Lijian Pharmaceutical Co., Ltd",,,,,,,,CEFUROXIME (SODIUM) INJECTION 750MG,,,,
CEFU07,CEFU07_20200724_OUT1.jpg,24/07/2020,Packaging,GlaxoSmithKline,,,,,,,,CEFUROXIME (AXETIL) SUSPENSION 125MG/5ML,,,,
CERT01,CERT01_20200406_OUT1.jpg,06/04/2020,Packaging,Vetter Pharma Fertigung GmbH & Co.,,,,,,,,CERTOLIZUMAB PEGOL PREFILLED SYRINGE 200MG/ML 1ML,,,,
CERT01,CERT01_20200406_OUT2.jpg,06/04/2020,Packaging,Vetter Pharma Fertigung GmbH & Co.,,,,,,,,CERTOLIZUMAB PEGOL PREFILLED SYRINGE 200MG/ML 1ML,,,,
CERT01,CERT01_20200406_OUT3.jpg,06/04/2020,Content,Vetter Pharma Fertigung GmbH & Co.,,,,,,,,CERTOLIZUMAB PEGOL PREFILLED SYRINGE 200MG/ML 1ML,,,,
CETI01,CETI01_20200211_INN1.jpg,11/02/2020,Loose pill,Vickmans,C Z,10,Yellow,Diamond,S1,,,CETIRIZINE HCL TABLET 10MG,,,,
CETI01,CETI01_20200211_OUT1.jpg,11/02/2020,Packaging,Vickmans,,,,,,,,CETIRIZINE HCL TABLET 10MG,,,,
CHAR01,CHAR01_20200109_INN1.jpg,09/01/2020,Loose pill,J.L. Bragg's,[NOIMPRINT],[NOIMPRINT],Black,Round,,,,CHARCOAL ACTIVATED TABLET 300MG,,,,
CHAR01,CHAR01_20200109_OUT1.jpg,09/01/2020,Packaging,J.L. Bragg's,,,,,,,,CHARCOAL ACTIVATED TABLET 300MG,,,,
CHLO2O,CHLO2O_20200215_OUT1.jpg,15/02/2020,Packaging,GlaxoSmithKline,,,,,,,,CHLORHEXIDINE GLUCONATE MOUTHWASH 0.2% 300ML,,,,
CHLO2O,CHLO2O_20200215_OUT2.jpg,15/02/2020,Packaging,GlaxoSmithKline,,,,,,,,CHLORHEXIDINE GLUCONATE MOUTHWASH 0.2% 300ML,,,,
CHLO2V,CHLO2V_20200317_OUT1.jpg,17/03/2020,Content,Europharm Lab Co. Ltd.,,,,,,,,CHLORAMPHENICOL EYE DROPS 0.5% 5ML,,,,
CHLO2V,CHLO2V_20200317_OUT2.jpg,17/03/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,CHLORAMPHENICOL EYE DROPS 0.5% 5ML,,,,
CHLO2V,CHLO2V_20200317_OUT3.jpg,17/03/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,CHLORAMPHENICOL EYE DROPS 0.5% 5ML,,,,
CHLO2V,CHLO2V_20200317_OUT4.jpg,17/03/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,CHLORAMPHENICOL EYE DROPS 0.5% 5ML,,,,
CHLO39,CHLO39_20200109_INN1.jpg,09/01/2020,Loose pill,Synco,S,CM 4,Yellow,Round,S2,Synco,,CHLORPHENIRAMINE MALEATE TABLET 4MG,,,,
CHLO39,CHLO39_20200109_OUT1.jpg,09/01/2020,Packaging,Synco,,,,,,,,CHLORPHENIRAMINE MALEATE TABLET 4MG,,,,
CHLO4H,CHLO4H_20200215_OUT2.jpg,15/02/2020,Packaging,Universal Pharmaceutical Lab Ltd.,,,,,,,,CHLORPHENIRAMINE MALEATE SYRUP 2MG/5ML,,,,
CHLO4H,CHLO4H_20200215_OUT1.jpg,15/02/2020,Packaging,Universal Pharmaceutical Lab Ltd.,,,,,,,,CHLORPHENIRAMINE MALEATE SYRUP 2MG/5ML,,,,
CHOL10,CHOL10_20200220_OUT1.jpg,20/02/2020,Content,Pharmascience Inc.,,,,,,,,CHOLESTYRAMINE (SUGAR FREE) GRANULES 4G/SACHET,,,,
CHOL10,CHOL10_20200220_OUT2.jpg,20/02/2020,Packaging,Pharmascience Inc.,,,,,,,,CHOLESTYRAMINE (SUGAR FREE) GRANULES 4G/SACHET,,,,
CHOL11,CHOL11_20200211_INN1.jpg,11/02/2020,Loose pill,Jamieson,[NOIMPRINT],[NOIMPRINT],White,Round,,,,CHOLECALCIFEROL (VIT D3) TABLET 1000 IU,,,,
CHOL11,CHOL11_20200211_OUT1.jpg,11/02/2020,Packaging,Jamieson,,,,,,,,CHOLECALCIFEROL (VIT D3) TABLET 1000 IU,,,,
CICL04,CICL04_20200215_OUT1.jpg,15/02/2020,Packaging & Content,AstraZeneca,,,,,,,,CICLESONIDE INHALER 160MCG/DOSE 60DOSE(S),,,,
CICL04,CICL04_20200215_OUT2.jpg,15/02/2020,Packaging,AstraZeneca,,,,,,,,CICLESONIDE INHALER 160MCG/DOSE 60DOSE(S),,,,
CICL04,CICL04_20200215_OUT3.jpg,15/02/2020,Packaging,AstraZeneca,,,,,,,,CICLESONIDE INHALER 160MCG/DOSE 60DOSE(S),,,,
CIPR01,CIPR01_20200109_INN1.jpg,09/01/2020,Loose pill,APT Pharma,CF,[NOIMPRINT],White,Round,S2,,,CIPROFLOXACIN (HCL) TABLET 250MG,,,,
CIPR01,CIPR01_20200109_OUT1.jpg,09/01/2020,Packaging,APT Pharma,,,,,,,,CIPROFLOXACIN (HCL) TABLET 250MG,,,,
CIPR02,CIPR02_20200218_OUT1.jpg,18/02/2020,Content,Claris Injectables Limited,,,,,,,,CIPROFLOXACIN (LACTATE) INFUSION 2MG/ML 100ML,,,,
CIPR02,CIPR02_20200218_OUT2.jpg,18/02/2020,Packaging,Claris Injectables Limited,,,,,,,,CIPROFLOXACIN (LACTATE) INFUSION 2MG/ML 100ML,,,,
CISA04,CISA04_20200406_OUT1.jpg,06/04/2020,Packaging,,,,,,,,Packaging,CISATRACURIUM (BESYLATE) INJECTION 2MG/ML 5ML,,,,
CISA04,CISA04_20200406_OUT2.jpg,06/04/2020,Content,,,,,,,,,CISATRACURIUM (BESYLATE) INJECTION 2MG/ML 5ML,,,,
CLAR01,CLAR01_20200109_INN1.jpg,09/01/2020,Loose pill,APT Pharma,CL,[NOIMPRINT],Bright Yellow,Oblong,,,,CLARITHROMYCIN TABLET 250MG,,,,
CLAR01,CLAR01_20200109_OUT1.jpg,09/01/2020,Packaging,APT Pharma,,,,,,,,CLARITHROMYCIN TABLET 250MG,,,,
CLIN15,CLIN15_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Pfizer,,,,,,,,CLINDAMYCIN (PHOSPHATE) LOTION 1% 60ML,,,,
CLIN15,CLIN15_20200215_OUT2.jpg,15/02/2020,Packaging,Pfizer,,,,,,,,CLINDAMYCIN (PHOSPHATE) LOTION 1% 60ML,,,,
CLIN15,CLIN15_20200215_OUT3.jpg,15/02/2020,Packaging,Pfizer,,,,,,,,CLINDAMYCIN (PHOSPHATE) LOTION 1% 60ML,,,,
CLIN17,CLIN17_20200317_OUT1.jpg,17/03/2020,Content,Pfizer,,,,,,,,CLINDAMYCIN (PHOSPHATE) INJECTION 150MG/ML 2ML,,,,
CLIN17,CLIN17_20200317_OUT2.jpg,17/03/2020,Packaging,Pfizer,,,,,,,,CLINDAMYCIN (PHOSPHATE) INJECTION 150MG/ML 2ML,,,,
CLIN17,CLIN17_20200317_OUT3.jpg,17/03/2020,Packaging,Pfizer,,,,,,,,CLINDAMYCIN (PHOSPHATE) INJECTION 150MG/ML 2ML,,,,
CLOB10,CLOB10_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Europharm Lab Co. Ltd.,,,,,,,,CLOBETASOL PROPIONATE OINTMENT 0.05% 15G,,,,
CLOB10,CLOB10_20200215_OUT2.jpg,15/02/2020,Content,Europharm Lab Co. Ltd.,,,,,,,,CLOBETASOL PROPIONATE OINTMENT 0.05% 15G,,,,
CLOB10,CLOB10_20200215_OUT3.jpg,15/02/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,CLOBETASOL PROPIONATE OINTMENT 0.05% 15G,,,,
CLOS01,CLOS01_20200215_OUT1.jpg,15/02/2020,Packaging,Smith & Nephew ,,,,,,,,CLOSTRIDIOPEPTIDASE A OINTMENT 15G,,,,
CLOS01,CLOS01_20200215_OUT2.jpg,15/02/2020,Packaging & Content,Smith & Nephew ,,,,,,,,CLOSTRIDIOPEPTIDASE A OINTMENT 15G,,,,
CLOT04,CLOT04_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Europharm Lab Co. Ltd.,,,,,,,Pessary inside,CLOTRIMAZOLE CREAM 1% 20G,,,,
CLOT04,CLOT04_20200215_OUT2.jpg,15/02/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,CLOTRIMAZOLE CREAM 1% 20G,,,,
CLOT06,CLOT06_20200215_OUT1.jpg,15/02/2020,Content,Biolab Co. Ltd.,,,,,,,,CLOTRIMAZOLE PESSARY 100MG,,,,
CLOT06,CLOT06_20200215_OUT2.jpg,15/02/2020,Packaging,Biolab Co. Ltd.,,,,,,,,CLOTRIMAZOLE PESSARY 100MG,,,,
CLOX01,CLOX01_20200109_INN1.jpg,09/01/2020,Loose pill,Vickmans,[LOGO],CX250,Orange; Yellow,Capsule,,Vickmans,,CLOXACILLIN (SODIUM) CAPSULE 250MG,,,,
CLOX01,CLOX01_20200109_OUT1.jpg,09/01/2020,Packaging,Vickmans,,,,,,,,CLOXACILLIN (SODIUM) CAPSULE 250MG,,,,
CLOX02,CLOX02_20200109_INN1.jpg,09/01/2020,Loose pill,Vickmans,[LOGO],CX500,White,Capsule,,Vickmans,,CLOXACILLIN (SODIUM) CAPSULE 500MG,,,,
CLOX02,CLOX02_20200109_OUT1.jpg,09/01/2020,Packaging,Vickmans,,,,,,,,CLOXACILLIN (SODIUM) CAPSULE 500MG,,,,
CLOX05,CLOX05_20200218_OUT1.jpg,18/02/2020,Content,North China Pharmaceutical Group Corp.,,,,,,,,CLOXACILLIN (SODIUM) INJECTION 500MG,,,,
CLOX05,CLOX05_20200218_OUT2.jpg,18/02/2020,Packaging,North China Pharmaceutical Group Corp.,,,,,,,,CLOXACILLIN (SODIUM) INJECTION 500MG,,,,
CODE01,CODE01_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,S,CP 30,White,Round,,Synco,,CODEINE PHOSPHATE TABLET 30MG,,,,
CODE01,CODE01_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,CODEINE PHOSPHATE TABLET 30MG,,,,
COLI06,COLI06_20200218_OUT1.jpg,18/02/2020,Content,Penn Pharmaceutical Services Limited,,,,,,,,COLISTIN SULPHOMETHATE (COLISTIMETHATE)SODIUM INJECTION 1MU,,,,
COLI06,COLI06_20200218_OUT2.jpg,18/02/2020,Packaging,Penn Pharmaceutical Services Limited,,,,,,,,COLISTIN SULPHOMETHATE (COLISTIMETHATE)SODIUM INJECTION 1MU,,,,
COLI06,COLI06_20200218_OUT3.jpg,18/02/2020,Packaging,Penn Pharmaceutical Services Limited,,,,,,,,COLISTIN SULPHOMETHATE (COLISTIMETHATE)SODIUM INJECTION 1MU,,,,
COMB07,COMB07_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Allergan,,,,,,,,COMBIGAN (OR EQUIV) EYE DROPS 5ML,,,,
COMB07,COMB07_20200218_OUT2.jpg,18/02/2020,Packaging,Allergan,,,,,,,,COMBIGAN (OR EQUIV) EYE DROPS 5ML,,,,
COTR01,COTR01_20200109_INN1.jpg,09/01/2020,Loose pill,Apotex Inc.,APO 400-80,[NOIMPRINT],White,Round,S1,,,COTRIMOXAZOLE TABLET 480MG,,,,
COTR01,COTR01_20200109_OUT1.jpg,09/01/2020,Packaging,Apotex Inc.,,,,,,,,COTRIMOXAZOLE TABLET 480MG,,,,
CROT01,CROT01_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Novartis,,,,,,,,CROTAMITON CREAM 10% 20G,,,,
CROT01,CROT01_20200215_OUT2.jpg,15/02/2020,Packaging,Novartis,,,,,,,,CROTAMITON CREAM 10% 20G,,,,
CROT02,CROT02_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Novartis,,,,,,,,CROTAMITON CREAM 10% 60G,,,,
CROT02,CROT02_20200215_OUT2.jpg,15/02/2020,Packaging,Novartis,,,,,,,,CROTAMITON CREAM 10% 60G,,,,
CYAN02,CYAN02_20200218_OUT1.jpg,18/02/2020,Content,Rotexmedica,,,,,,,,CYANOCOBALAMIN (VIT B12) INJECTION 1000MCG/ML 1ML,,,,
CYAN02,CYAN02_20200218_OUT2.jpg,18/02/2020,Packaging,Rotexmedica,,,,,,,,CYANOCOBALAMIN (VIT B12) INJECTION 1000MCG/ML 1ML,,,,
CYAN10,CYAN10_20200213_INN1.jpg,13/02/2020,Loose pill,Sunward Pharmaceutical Pte. Ltd.,[NOIMPRINT],[NOIMPRINT],Yellow,Oblong,,,,CYANOCOBALAMIN (VIT B12) TABLET 50MCG,,,,
CYAN10,CYAN10_20200213_OUT1.jpg,13/02/2020,Packaging,Sunward Pharmaceutical Pte. Ltd.,,,,,,,,CYANOCOBALAMIN (VIT B12) TABLET 50MCG,,,,
CYCL05,CYCL05_20200220_OUT1.JPG,20/02/2020,Packaging & Content,Alcon,,,,,,,,CYCLOPENTOLATE HCL EYE DROPS 1% 15ML,,,,
CYCL05,CYCL05_20200220_OUT2.JPG,20/02/2020,Packaging,Alcon,,,,,,,,CYCLOPENTOLATE HCL EYE DROPS 1% 15ML,,,,
CYCL05,CYCL05_20200220_OUT3.JPG,20/02/2020,Packaging,Alcon,,,,,,,,CYCLOPENTOLATE HCL EYE DROPS 1% 15ML,,,,
CYPR01,CYPR01_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],White,Round,,,,CYPROHEPTADINE HCL TABLET 4MG,,,,
CYPR01,CYPR01_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,CYPROHEPTADINE HCL TABLET 4MG,,,,
DAIL01,DAIL01_20200213_INN1.jpg,13/02/2020,Loose pill,Crowns,[NOIMPRINT],C1,Deep Red,Round,,,,DAILY 1 PLUS (OR EQUIV) TABLET,,,,
DAIL01,DAIL01_20200213_OUT1.jpg,13/02/2020,Packaging,Crowns,,,,,,,,DAILY 1 PLUS (OR EQUIV) TABLET,,,,
DAKT01,DAKT01_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Janssen,,,,,,,,DAKTACORT (OR EQUIV) CREAM 15G,,,,
DAKT01,DAKT01_20200317_OUT2.jpg,17/03/2020,Packaging,Janssen,,,,,,,,DAKTACORT (OR EQUIV) CREAM 15G,,,,
DAKT01,DAKT01_20200317_OUT3.jpg,17/03/2020,Packaging,Janssen,,,,,,,,DAKTACORT (OR EQUIV) CREAM 15G,,,,
DANA02,DANA02_20200213_INN1.jpg,13/02/2020,Loose pill,"Lannett Company, Inc.",LANNETT,1369,Orange Red,Capsule,,Lannett,,DANAZOL CAPSULE 200MG,,,,
DANA02,DANA02_20200213_OUT1.jpg,13/02/2020,Packaging,"Lannett Company, Inc.",,,,,,,,DANAZOL CAPSULE 200MG,,,,
DAPT02,DAPT02_20200317_OUT1.jpg,17/03/2020,Packaging & Content,MSD,,,,,,,,DAPTOMYCIN INJECTION 500MG,,,,
DAPT02,DAPT02_20200317_OUT2.jpg,17/03/2020,Packaging,MSD,,,,,,,,DAPTOMYCIN INJECTION 500MG,,,,
DAPT02,DAPT02_20200317_OUT3.jpg,17/03/2020,Packaging,MSD,,,,,,,,DAPTOMYCIN INJECTION 500MG,,,,
DARB06,DARB06_20200317_OUT1.jpg,17/03/2020,Packaging & Content,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 40MCG/0.5ML,,,,
DARB06,DARB06_20200317_OUT2.jpg,17/03/2020,Packaging & Content,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 40MCG/0.5ML,,,,
DARB06,DARB06_20200317_OUT3.jpg,17/03/2020,Packaging,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 40MCG/0.5ML,,,,
DARB06,DARB06_20200317_OUT4.jpg,17/03/2020,Packaging,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 40MCG/0.5ML,,,,
DARB07,DARB07_20200317_OUT1.jpg,17/03/2020,Packaging & Content,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 120MCG/0.5ML,,,,
DARB07,DARB07_20200317_OUT2.jpg,17/03/2020,Packaging & Content,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 120MCG/0.5ML,,,,
DARB07,DARB07_20200317_OUT3.jpg,17/03/2020,Packaging,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 120MCG/0.5ML,,,,
DARB07,DARB07_20200317_OUT4.jpg,17/03/2020,Packaging,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 120MCG/0.5ML,,,,
DARB08,DARB08_20200317_OUT1.jpg,17/03/2020,Packaging & Content,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 180MCG/0.5ML,,,,
DARB08,DARB08_20200317_OUT2.jpg,17/03/2020,Packaging & Content,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 180MCG/0.5ML,,,,
DARB08,DARB08_20200317_OUT3.jpg,17/03/2020,Packaging,"Terumo Corporation/ Kyowa Hakko Kirin Co., Ltd",,,,,,,,DARBEPOETIN ALFA (NESP) PREFILLED SYRINGE 180MCG/0.5ML,,,,
DESF01,DESF01_20200220_OUT1.jpg,20/02/2020,Packaging,Novartis,,,,,,,,DESFERRIOXAMINE MESILATE INJECTION 500MG,,,,
DESF01,DESF01_20200220_OUT2.jpg,20/02/2020,Packaging,Novartis,,,,,,,,DESFERRIOXAMINE MESILATE INJECTION 500MG,,,,
DESF01,DESF01_20200220_OUT3.jpg,20/02/2020,Content,Novartis,,,,,,,,DESFERRIOXAMINE MESILATE INJECTION 500MG,,,,
DESF01,DESF01_20200220_OUT4.jpg,20/02/2020,Content,Novartis,,,,,,,,DESFERRIOXAMINE MESILATE INJECTION 500MG,,,,
DESM02,DESM02_20200406_OUT1.jpg,06/04/2020,Content,Ferring Pharmaceuticals,,,,,,,,DESMOPRESSIN ACETATE (DDAVP) INJECTION 4MCG/ML 1ML,,,,
DESM02,DESM02_20200406_OUT2.jpg,06/04/2020,Packaging,Ferring Pharmaceuticals,,,,,,,,DESMOPRESSIN ACETATE (DDAVP) INJECTION 4MCG/ML 1ML,,,,
DESM02,DESM02_20200406_OUT3.jpg,06/04/2020,Packaging,Ferring Pharmaceuticals,,,,,,,,DESMOPRESSIN ACETATE (DDAVP) INJECTION 4MCG/ML 1ML,,,,
DESV03,DESV03_20200213_INN1.jpg,13/02/2020,Loose pill,Pfizer,W 25,[NOIMPRINT],Brown,Square,,,,DESVENLAFAXINE (SUCCINATE) EXTENDED RELEASE TAB 25MG,,,,
DESV03,DESV03_20200213_OUT1.jpg,13/02/2020,Packaging,Pfizer,,,,,,,,DESVENLAFAXINE (SUCCINATE) EXTENDED RELEASE TAB 25MG,,,,
DEXA01,DEXA01_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],Light Yellow,5 sided,S1,,,DEXAMETHASONE TABLET 0.5MG,,,,
DEXA01,DEXA01_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,DEXAMETHASONE TABLET 0.5MG,,,,
DEXA16,DEXA16_20200317_OUT1.jpg,17/03/2020,Content,Jean-Marie,,,,,,,,DEXAMETHASONE 0.1% + CHLORAMPHENICOL 0.5% EYE DROPS 5ML,,,,
DEXA19,DEXA19_20200213_INN1.jpg,13/02/2020,Loose pill,Pharmascience Inc.,087,[NOIMPRINT],White,5 sided,,Pharmascience,,DEXAMETHASONE TABLET 4MG,,,,
DEXA19,DEXA19_20200213_OUT1.jpg,13/02/2020,Packaging,Pharmascience Inc.,,,,,,,,DEXAMETHASONE TABLET 4MG,,,,
DEXC01,DEXC01_20200109_INN1.jpg,09/01/2020,Loose pill,Synco,DC 2,S,Light Green,Round,S1,Synco,,DEXCHLORPHENIRAMINE MALEATE TABLET 2MG,,,,
DEXC01,DEXC01_20200109_OUT1.jpg,09/01/2020,Packaging,Synco,,,,,,,,DEXCHLORPHENIRAMINE MALEATE TABLET 2MG,,,,
DICL01,DICL01_20200109_INN1.jpg,09/01/2020,Loose pill,Yung Shin Pharma,YSP,[NOIMPRINT],Yellow,Round,,,,DICLOFENAC SODIUM TABLET 25MG,,,,
DICL01,DICL01_20200109_OUT1.jpg,09/01/2020,Packaging,Yung Shin Pharma,,,,,,,,DICLOFENAC SODIUM TABLET 25MG,,,,
DICL02,DICL02_20200109_INN1.jpg,09/01/2020,Loose pill,APT Pharma,APT,DFX,Pink,Round,,,,DICLOFENAC SODIUM SLOW RELEASE TAB 100MG,,,,
DICL02,DICL02_20200109_OUT1.jpg,09/01/2020,Packaging,APT Pharma,,,,,,,,DICLOFENAC SODIUM SLOW RELEASE TAB 100MG,,,,
DIFL08,DIFL08_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Bayer,,,,,,,,DIFLUCORTOLONE VALERATE (FATTY BASE) OINTMENT 0.1% 10G,,,,
DIFL08,DIFL08_20200218_OUT2.jpg,18/02/2020,Packaging,Bayer,,,,,,,,DIFLUCORTOLONE VALERATE (FATTY BASE) OINTMENT 0.1% 10G,,,,
DIFL08,DIFL08_20200218_OUT3.jpg,18/02/2020,Packaging,Bayer,,,,,,,,DIFLUCORTOLONE VALERATE (FATTY BASE) OINTMENT 0.1% 10G,,,,
DIGO03,DIGO03_20200213_INN1.jpg,13/02/2020,Loose pill,Aspen Pharmacare Australia Pty Ltd,U3A,[NOIMPRINT],Deep blue,Round,,,,DIGOXIN TABLET 62.5MCG,,,,
DIGO03,DIGO03_20200213_OUT1.jpg,13/02/2020,Packaging,Aspen Pharmacare Australia Pty Ltd,,,,,,,,DIGOXIN TABLET 62.5MCG,,,,
DIGO07,DIGO07_20200317_OUT1.jpg,17/03/2020,Packaging & Content,BTG International Ltd.,,,,,,,,DIGOXIN IMMUNE FAB (OVINE) INJECTION 40MG,,,,
